submission_id,question,response1,sentence_left,startDate,context_picture,experiment_id,picture2,correct1,question1,problems,enjoyment,item,botresponse,correct2,pic_spec,understand,text,condition,target,age,response,comments,ref_spec,picture1,response3,education,target_size,languages,sex,RT,correct3,context,trial_number,startTime,attempts,question3,fairprice,question2,response2,adj_cond,trial_name,utterance
854,NA,pug,NA,Fri Nov 22 2019 14:06:17 GMT-0500 (Eastern Standard Time),NA,24,warmup/great-dane.jpg,pug,This is a,none,2,dogs,susan,great dane,NA,NA,Please label the pictures below.,NA,NA,NA,NA,NA,NA,warmup/pug.jpg,dogs.,higher_degree,NA,English,NA,NA,dogs,NA,1,1574449577057,1,This is a,1,These are both,terrier,NA,warmup1,NA
854,NA,pug,NA,Fri Nov 22 2019 14:06:17 GMT-0500 (Eastern Standard Time),NA,24,warmup/great-dane.jpg,pug,This is a,none,2,dogs,susan,great dane,NA,NA,Please label the pictures below.,NA,NA,NA,NA,NA,NA,warmup/pug.jpg,dogs.,higher_degree,NA,English,NA,NA,dogs,NA,1,1574449577057,2,This is a,1,These are both,great dane,NA,warmup1,NA
854,NA,pug,NA,Fri Nov 22 2019 14:06:17 GMT-0500 (Eastern Standard Time),NA,24,warmup/great-dane.jpg,pug,This is a,none,2,dogs,susan,great dane,NA,NA,Please label the pictures below.,NA,NA,NA,NA,NA,NA,warmup/pug.jpg,dogs.,higher_degree,NA,English,NA,NA,dogs,NA,1,1574449577057,3,This is a,1,These are both,great dane,NA,warmup1,NA
854,NA,pug,NA,Fri Nov 22 2019 14:06:17 GMT-0500 (Eastern Standard Time),NA,24,warmup/great-dane.jpg,pug,This is a,none,2,dogs,susan,great dane,NA,NA,Please label the pictures below.,NA,NA,NA,NA,NA,NA,warmup/pug.jpg,dogs,higher_degree,NA,English,NA,NA,dogs,NA,1,1574449577057,4,This is a,1,These are both,great dane,NA,warmup1,NA
854,NA,tree,NA,Fri Nov 22 2019 14:06:17 GMT-0500 (Eastern Standard Time),NA,24,warmup/bonsai.jpg,redwood or sequoia (choose one),This is a,none,2,trees,susan,bonsai,NA,NA,Please label the pictures below.,NA,NA,NA,NA,NA,NA,warmup/sequoia.png,plants,higher_degree,NA,English,NA,NA,trees,NA,2,1574449577057,1,This is a,1,These are both,bonsai,NA,warmup1,NA
854,NA,redwod,NA,Fri Nov 22 2019 14:06:17 GMT-0500 (Eastern Standard Time),NA,24,warmup/bonsai.jpg,redwood or sequoia (choose one),This is a,none,2,trees,susan,bonsai,NA,NA,Please label the pictures below.,NA,NA,NA,NA,NA,NA,warmup/sequoia.png,trees,higher_degree,NA,English,NA,NA,trees,NA,2,1574449577057,2,This is a,1,These are both,bonsai,NA,warmup1,NA
854,NA,redwod,NA,Fri Nov 22 2019 14:06:17 GMT-0500 (Eastern Standard Time),NA,24,warmup/bonsai.jpg,redwood or sequoia (choose one),This is a,none,2,trees,susan,bonsai,NA,NA,Please label the pictures below.,NA,NA,NA,NA,NA,NA,warmup/sequoia.png,trees,higher_degree,NA,English,NA,NA,trees,NA,2,1574449577057,3,This is a,1,These are both,bonsai,NA,warmup1,NA
854,NA,redwood,NA,Fri Nov 22 2019 14:06:17 GMT-0500 (Eastern Standard Time),NA,24,warmup/bonsai.jpg,redwood or sequoia (choose one),This is a,none,2,trees,susan,bonsai,NA,NA,Please label the pictures below.,NA,NA,NA,NA,NA,NA,warmup/sequoia.png,trees,higher_degree,NA,English,NA,NA,trees,NA,2,1574449577057,4,This is a,1,These are both,bonsai,NA,warmup1,NA
854,NA,terrier,NA,Fri Nov 22 2019 14:06:17 GMT-0500 (Eastern Standard Time),NA,24,warmup/doberman_warmup.png,chihuahua,This is a,none,2,dogs,susan,doberman,NA,NA,Please label the pictures below.,NA,NA,NA,NA,NA,NA,warmup/chihuahua.jpg,dogs,higher_degree,NA,English,NA,NA,dogs,NA,3,1574449577057,1,This is a,1,These are both,doberman,NA,warmup1,NA
854,NA,chihuahua,NA,Fri Nov 22 2019 14:06:17 GMT-0500 (Eastern Standard Time),NA,24,warmup/doberman_warmup.png,chihuahua,This is a,none,2,dogs,susan,doberman,NA,NA,Please label the pictures below.,NA,NA,NA,NA,NA,NA,warmup/chihuahua.jpg,dogs,higher_degree,NA,English,NA,NA,dogs,NA,3,1574449577057,2,This is a,1,These are both,doberman,NA,warmup1,NA
854,What do you think your friend meant?,NA,It is small  relative to other,Fri Nov 22 2019 14:06:17 GMT-0500 (Eastern Standard Time),ref-utility/bonsais-5-6.png,24,NA,NA,NA,none,2,trees,susan,NA,1,NA,"Your friend runs far ahead of you, and you see him in the distance:",prenominal,warmup/bonsai.png,NA,bonsai,NA,1,NA,NA,higher_degree,small,English,NA,NA,NA,You and your friend see the following:,1,1574449577057,NA,NA,1,NA,NA,congr,custom_main_text1,Your friend says: <br/><b>That's a small bonsai.</b>
854,What do you think your friend meant?,NA,It is big  relative to other,Fri Nov 22 2019 14:06:17 GMT-0500 (Eastern Standard Time),ref-utility/great-danes-5-6.png,24,NA,NA,NA,none,2,dogs2,susan,NA,1,NA,"Your friend runs far ahead of you, and you see him in the distance:",prenominal,warmup/great-dane.png,NA,dogs,NA,1,NA,NA,higher_degree,big,English,NA,NA,NA,You and your friend see the following:,2,1574449577057,NA,NA,1,NA,NA,congr,custom_main_text1,Your friend says: <br/><b>That's a big great dane.</b>
854,What do you think your friend meant?,NA,It is small  relative to other,Fri Nov 22 2019 14:06:17 GMT-0500 (Eastern Standard Time),ref-utility/chihuahuas-5-6.png,24,NA,NA,NA,none,2,dogs1,susan,NA,1,NA,"Your friend runs far ahead of you, and you see him in the distance:",prenominal,warmup/chihuahua.png,NA,chihuahuas,NA,1,NA,NA,higher_degree,small,English,NA,NA,NA,You and your friend see the following:,3,1574449577057,NA,NA,1,NA,NA,congr,custom_main_text1,Your friend says: <br/><b>That's a small chihuahua.</b>
854,NA,sunflower,NA,Fri Nov 22 2019 14:06:17 GMT-0500 (Eastern Standard Time),NA,24,warmup/sunflower_warmup.png,dandelion,This is a,none,2,flowers,susan,sunflower,NA,NA,Please label the pictures below.,NA,NA,NA,NA,NA,NA,warmup/dandelion.jpg,plants,higher_degree,NA,English,NA,NA,flowers,NA,1,1574449577057,1,This is a,1,These are both,sunflower,NA,warmup2,NA
854,NA,dandelion,NA,Fri Nov 22 2019 14:06:17 GMT-0500 (Eastern Standard Time),NA,24,warmup/sunflower_warmup.png,dandelion,This is a,none,2,flowers,susan,sunflower,NA,NA,Please label the pictures below.,NA,NA,NA,NA,NA,NA,warmup/dandelion.jpg,flowers,higher_degree,NA,English,NA,NA,flowers,NA,1,1574449577057,2,This is a,1,These are both,sunflower,NA,warmup2,NA
854,NA,humming bird,NA,Fri Nov 22 2019 14:06:17 GMT-0500 (Eastern Standard Time),NA,24,warmup/eagle.jpg,hummingbird,This is a,none,2,birds,susan,eagle,NA,NA,Please label the pictures below.,NA,NA,NA,NA,NA,NA,warmup/colibri.jpg,birds,higher_degree,NA,English,NA,NA,birds,NA,2,1574449577057,1,This is an,1,These are both,eagle,NA,warmup2,NA
854,NA,hummingbird,NA,Fri Nov 22 2019 14:06:17 GMT-0500 (Eastern Standard Time),NA,24,warmup/eagle.jpg,hummingbird,This is a,none,2,birds,susan,eagle,NA,NA,Please label the pictures below.,NA,NA,NA,NA,NA,NA,warmup/colibri.jpg,birds,higher_degree,NA,English,NA,NA,birds,NA,2,1574449577057,2,This is an,1,These are both,eagle,NA,warmup2,NA
854,NA,swordrtail,NA,Fri Nov 22 2019 14:06:17 GMT-0500 (Eastern Standard Time),NA,24,warmup/goldfish_warmup.png,swordfish,This is a,none,2,fish,susan,goldfish,NA,NA,Please label the pictures below.,NA,NA,NA,NA,NA,NA,warmup/swordfish.jpg,fish,higher_degree,NA,English,NA,NA,fish,NA,3,1574449577057,1,This is a,1,These are both,goldfish,NA,warmup2,NA
854,NA,swordfish,NA,Fri Nov 22 2019 14:06:17 GMT-0500 (Eastern Standard Time),NA,24,warmup/goldfish_warmup.png,swordfish,This is a,none,2,fish,susan,goldfish,NA,NA,Please label the pictures below.,NA,NA,NA,NA,NA,NA,warmup/swordfish.jpg,fish,higher_degree,NA,English,NA,NA,fish,NA,3,1574449577057,2,This is a,1,These are both,goldfish,NA,warmup2,NA
854,What do you think your friend meant?,NA,It is small  relative to other,Fri Nov 22 2019 14:06:17 GMT-0500 (Eastern Standard Time),ref-utility/goldfish-5-6.png,24,NA,NA,NA,none,2,fish,susan,NA,1,NA,"Your friend runs far ahead of you, and you see him in the distance:",prenominal,warmup/goldfish.png,NA,goldfish,NA,1,NA,NA,higher_degree,small,English,NA,NA,NA,You and your friend see the following:,1,1574449577057,NA,NA,1,NA,NA,congr,custom_main_text2,Your friend says: <br/><b>That's a small goldfish.</b>
854,What do you think your friend meant?,NA,It is big  relative to other,Fri Nov 22 2019 14:06:17 GMT-0500 (Eastern Standard Time),ref-utility/sunflowers-5-6.png,24,NA,NA,NA,none,2,flowers,susan,NA,1,NA,"Your friend runs far ahead of you, and you see him in the distance:",prenominal,warmup/sunflower.png,NA,sunflowers,NA,1,NA,NA,higher_degree,big,English,NA,NA,NA,You and your friend see the following:,2,1574449577057,NA,NA,1,NA,NA,congr,custom_main_text2,Your friend says: <br/><b>That's a big sunflower.</b>
854,What do you think your friend meant?,NA,It is big  relative to other,Fri Nov 22 2019 14:06:17 GMT-0500 (Eastern Standard Time),ref-utility/eagles-5-6.png,24,NA,NA,NA,none,2,birds,susan,NA,1,NA,"Your friend runs far ahead of you, and you see him in the distance:",prenominal,warmup/eagle.png,NA,birds,NA,1,NA,NA,higher_degree,big,English,NA,NA,NA,You and your friend see the following:,3,1574449577057,NA,NA,1,NA,NA,congr,custom_main_text2,Your friend says: <br/><b>That's a big eagle.</b>
853,NA,small dog,NA,Fri Nov 22 2019 11:05:26 GMT-0800 (Pacific Standard Time),NA,24,warmup/doberman_warmup.png,chihuahua,This is a,no,0,dogs,margaret,doberman,NA,NA,Please label the pictures below.,NA,NA,NA,NA,"I swear I'm not dumb, I honestly don't know breeds of dogs, etc. Geez, I feel stupid!",NA,warmup/chihuahua.jpg,dog,graduated_college,NA,English,NA,NA,dogs,NA,1,1574449526697,1,This is a,1,These are both,big dog,NA,warmup1,NA
853,NA,chihuauhua,NA,Fri Nov 22 2019 11:05:26 GMT-0800 (Pacific Standard Time),NA,24,warmup/doberman_warmup.png,chihuahua,This is a,no,0,dogs,margaret,doberman,NA,NA,Please label the pictures below.,NA,NA,NA,NA,"I swear I'm not dumb, I honestly don't know breeds of dogs, etc. Geez, I feel stupid!",NA,warmup/chihuahua.jpg,dogs,graduated_college,NA,English,NA,NA,dogs,NA,1,1574449526697,2,This is a,1,These are both,doberman,NA,warmup1,NA
853,NA,chihuahua,NA,Fri Nov 22 2019 11:05:26 GMT-0800 (Pacific Standard Time),NA,24,warmup/doberman_warmup.png,chihuahua,This is a,no,0,dogs,margaret,doberman,NA,NA,Please label the pictures below.,NA,NA,NA,NA,"I swear I'm not dumb, I honestly don't know breeds of dogs, etc. Geez, I feel stupid!",NA,warmup/chihuahua.jpg,dogs,graduated_college,NA,English,NA,NA,dogs,NA,1,1574449526697,3,This is a,1,These are both,doberman,NA,warmup1,NA
853,NA,pug,NA,Fri Nov 22 2019 11:05:26 GMT-0800 (Pacific Standard Time),NA,24,warmup/great-dane.jpg,pug,This is a,no,0,dogs,margaret,great dane,NA,NA,Please label the pictures below.,NA,NA,NA,NA,"I swear I'm not dumb, I honestly don't know breeds of dogs, etc. Geez, I feel stupid!",NA,warmup/pug.jpg,dogs,graduated_college,NA,English,NA,NA,dogs,NA,2,1574449526697,1,This is a,1,These are both,lab,NA,warmup1,NA
853,NA,pug,NA,Fri Nov 22 2019 11:05:26 GMT-0800 (Pacific Standard Time),NA,24,warmup/great-dane.jpg,pug,This is a,no,0,dogs,margaret,great dane,NA,NA,Please label the pictures below.,NA,NA,NA,NA,"I swear I'm not dumb, I honestly don't know breeds of dogs, etc. Geez, I feel stupid!",NA,warmup/pug.jpg,dogs,graduated_college,NA,English,NA,NA,dogs,NA,2,1574449526697,2,This is a,1,These are both,great dane,NA,warmup1,NA
853,NA,hummingbird,NA,Fri Nov 22 2019 11:05:26 GMT-0800 (Pacific Standard Time),NA,24,warmup/eagle.jpg,hummingbird,This is a,no,0,birds,margaret,eagle,NA,NA,Please label the pictures below.,NA,NA,NA,NA,"I swear I'm not dumb, I honestly don't know breeds of dogs, etc. Geez, I feel stupid!",NA,warmup/colibri.jpg,birds,graduated_college,NA,English,NA,NA,birds,NA,3,1574449526697,1,This is an,1,These are both,eagle,NA,warmup1,NA
853,What do you think your friend meant?,NA,It is small  relative to other,Fri Nov 22 2019 11:05:26 GMT-0800 (Pacific Standard Time),ref-utility/chihuahuas-5-6.png,24,NA,NA,NA,no,0,dogs1,margaret,NA,1,NA,"Your friend runs far ahead of you, and you see him in the distance:",prenominal,warmup/chihuahua.png,NA,dogs,"I swear I'm not dumb, I honestly don't know breeds of dogs, etc. Geez, I feel stupid!",1,NA,NA,graduated_college,small,English,NA,NA,NA,You and your friend see the following:,1,1574449526697,NA,NA,1,NA,NA,congr,custom_main_text1,Your friend says: <br/><b>That's a small chihuahua.</b>
853,What do you think your friend meant?,NA,It is big  relative to other,Fri Nov 22 2019 11:05:26 GMT-0800 (Pacific Standard Time),ref-utility/great-danes-5-6.png,24,NA,NA,NA,no,0,dogs2,margaret,NA,1,NA,"Your friend runs far ahead of you, and you see him in the distance:",prenominal,warmup/great-dane.png,NA,dogs,"I swear I'm not dumb, I honestly don't know breeds of dogs, etc. Geez, I feel stupid!",1,NA,NA,graduated_college,big,English,NA,NA,NA,You and your friend see the following:,2,1574449526697,NA,NA,1,NA,NA,congr,custom_main_text1,Your friend says: <br/><b>That's a big great dane.</b>
853,What do you think your friend meant?,NA,It is small  relative to other,Fri Nov 22 2019 11:05:26 GMT-0800 (Pacific Standard Time),ref-utility/hummingbirds-5-6.png,24,NA,NA,NA,no,0,birds,margaret,NA,1,NA,"Your friend runs far ahead of you, and you see him in the distance:",prenominal,warmup/hummingbird.png,NA,birds,"I swear I'm not dumb, I honestly don't know breeds of dogs, etc. Geez, I feel stupid!",1,NA,NA,graduated_college,small,English,NA,NA,NA,You and your friend see the following:,3,1574449526697,NA,NA,1,NA,NA,congr,custom_main_text1,Your friend says: <br/><b>That's a small hummingbird.</b>
853,NA,marlin,NA,Fri Nov 22 2019 11:05:26 GMT-0800 (Pacific Standard Time),NA,24,warmup/goldfish_warmup.png,swordfish,This is a,no,0,fish,margaret,goldfish,NA,NA,Please label the pictures below.,NA,NA,NA,NA,"I swear I'm not dumb, I honestly don't know breeds of dogs, etc. Geez, I feel stupid!",NA,warmup/swordfish.jpg,fish,graduated_college,NA,English,NA,NA,fish,NA,1,1574449526697,1,This is a,1,These are both,guppy,NA,warmup2,NA
853,NA,swordfish,NA,Fri Nov 22 2019 11:05:26 GMT-0800 (Pacific Standard Time),NA,24,warmup/goldfish_warmup.png,swordfish,This is a,no,0,fish,margaret,goldfish,NA,NA,Please label the pictures below.,NA,NA,NA,NA,"I swear I'm not dumb, I honestly don't know breeds of dogs, etc. Geez, I feel stupid!",NA,warmup/swordfish.jpg,fish,graduated_college,NA,English,NA,NA,fish,NA,1,1574449526697,2,This is a,1,These are both,goldfish,NA,warmup2,NA
853,NA,dandelion,NA,Fri Nov 22 2019 11:05:26 GMT-0800 (Pacific Standard Time),NA,24,warmup/sunflower_warmup.png,dandelion,This is a,no,0,flowers,margaret,sunflower,NA,NA,Please label the pictures below.,NA,NA,NA,NA,"I swear I'm not dumb, I honestly don't know breeds of dogs, etc. Geez, I feel stupid!",NA,warmup/dandelion.jpg,flowers,graduated_college,NA,English,NA,NA,flowers,NA,2,1574449526697,1,This is a,1,These are both,sunflower,NA,warmup2,NA
853,NA,cedar tree,NA,Fri Nov 22 2019 11:05:26 GMT-0800 (Pacific Standard Time),NA,24,warmup/bonsai.jpg,redwood or sequoia (choose one),This is a,no,0,trees,margaret,bonsai,NA,NA,Please label the pictures below.,NA,NA,NA,NA,"I swear I'm not dumb, I honestly don't know breeds of dogs, etc. Geez, I feel stupid!",NA,warmup/sequoia.png,trees,graduated_college,NA,English,NA,NA,trees,NA,3,1574449526697,1,This is a,1,These are both,bonsai,NA,warmup2,NA
853,NA,redwood,NA,Fri Nov 22 2019 11:05:26 GMT-0800 (Pacific Standard Time),NA,24,warmup/bonsai.jpg,redwood or sequoia (choose one),This is a,no,0,trees,margaret,bonsai,NA,NA,Please label the pictures below.,NA,NA,NA,NA,"I swear I'm not dumb, I honestly don't know breeds of dogs, etc. Geez, I feel stupid!",NA,warmup/sequoia.png,trees,graduated_college,NA,English,NA,NA,trees,NA,3,1574449526697,2,This is a,1,These are both,bonsai,NA,warmup2,NA
853,What do you think your friend meant?,NA,It is big  relative to other,Fri Nov 22 2019 11:05:26 GMT-0800 (Pacific Standard Time),ref-utility/swordfish-5-6.png,24,NA,NA,NA,no,0,fish,margaret,NA,1,NA,"Your friend runs far ahead of you, and you see him in the distance:",prenominal,warmup/swordfish.png,NA,fish,"I swear I'm not dumb, I honestly don't know breeds of dogs, etc. Geez, I feel stupid!",1,NA,NA,graduated_college,big,English,NA,NA,NA,You and your friend see the following:,1,1574449526697,NA,NA,1,NA,NA,congr,custom_main_text2,Your friend says: <br/><b>That's a big swordfish.</b>
853,What do you think your friend meant?,NA,It is big  relative to other,Fri Nov 22 2019 11:05:26 GMT-0800 (Pacific Standard Time),ref-utility/redwoods-5-6.png,24,NA,NA,NA,no,0,trees,margaret,NA,1,NA,"Your friend runs far ahead of you, and you see him in the distance:",prenominal,warmup/redwood.png,NA,trees,"I swear I'm not dumb, I honestly don't know breeds of dogs, etc. Geez, I feel stupid!",1,NA,NA,graduated_college,big,English,NA,NA,NA,You and your friend see the following:,2,1574449526697,NA,NA,1,NA,NA,congr,custom_main_text2,Your friend says: <br/><b>That's a big redwood.</b>
853,What do you think your friend meant?,NA,It is small  relative to other,Fri Nov 22 2019 11:05:26 GMT-0800 (Pacific Standard Time),ref-utility/dandelions-5-6.png,24,NA,NA,NA,no,0,flowers,margaret,NA,1,NA,"Your friend runs far ahead of you, and you see him in the distance:",prenominal,warmup/dandelion.png,NA,weeds,"I swear I'm not dumb, I honestly don't know breeds of dogs, etc. Geez, I feel stupid!",1,NA,NA,graduated_college,small,English,NA,NA,NA,You and your friend see the following:,3,1574449526697,NA,NA,1,NA,NA,congr,custom_main_text2,Your friend says: <br/><b>That's a small dandelion.</b>
848,NA,Dolphin,NA,Fri Nov 22 2019 10:55:22 GMT-0800 (Pacific Standard Time),NA,24,warmup/goldfish_warmup.png,swordfish,This is a,No,2,fish,elizabeth,goldfish,NA,yes,Please label the pictures below.,NA,NA,29,NA,Good,NA,warmup/swordfish.jpg,Fishes,graduated_college,NA,English,male,NA,fish,NA,1,1574448922497,1,This is a,1,These are both,Yellow orange fish,NA,warmup1,NA
848,NA,swordfish,NA,Fri Nov 22 2019 10:55:22 GMT-0800 (Pacific Standard Time),NA,24,warmup/goldfish_warmup.png,swordfish,This is a,No,2,fish,elizabeth,goldfish,NA,yes,Please label the pictures below.,NA,NA,29,NA,Good,NA,warmup/swordfish.jpg,Fish,graduated_college,NA,English,male,NA,fish,NA,1,1574448922497,2,This is a,1,These are both,goldfish,NA,warmup1,NA
848,NA,Sparrow,NA,Fri Nov 22 2019 10:55:22 GMT-0800 (Pacific Standard Time),NA,24,warmup/eagle.jpg,hummingbird,This is a,No,2,birds,elizabeth,eagle,NA,yes,Please label the pictures below.,NA,NA,29,NA,Good,NA,warmup/colibri.jpg,Bird,graduated_college,NA,English,male,NA,birds,NA,2,1574448922497,1,This is an,1,These are both,Eagle,NA,warmup1,NA
848,NA,hummingbird,NA,Fri Nov 22 2019 10:55:22 GMT-0800 (Pacific Standard Time),NA,24,warmup/eagle.jpg,hummingbird,This is a,No,2,birds,elizabeth,eagle,NA,yes,Please label the pictures below.,NA,NA,29,NA,Good,NA,warmup/colibri.jpg,Birds,graduated_college,NA,English,male,NA,birds,NA,2,1574448922497,2,This is an,1,These are both,Eagle,NA,warmup1,NA
848,NA,Pug,NA,Fri Nov 22 2019 10:55:22 GMT-0800 (Pacific Standard Time),NA,24,warmup/great-dane.jpg,pug,This is a,No,2,dogs,elizabeth,great dane,NA,yes,Please label the pictures below.,NA,NA,29,NA,Good,NA,warmup/pug.jpg,dogs,graduated_college,NA,English,male,NA,dogs,NA,3,1574448922497,1,This is a,1,These are both,Dobermann,NA,warmup1,NA
848,NA,Pug,NA,Fri Nov 22 2019 10:55:22 GMT-0800 (Pacific Standard Time),NA,24,warmup/great-dane.jpg,pug,This is a,No,2,dogs,elizabeth,great dane,NA,yes,Please label the pictures below.,NA,NA,29,NA,Good,NA,warmup/pug.jpg,dogs,graduated_college,NA,English,male,NA,dogs,NA,3,1574448922497,2,This is a,1,These are both,great dane,NA,warmup1,NA
848,What do you think your friend meant?,NA,It is small  relative to other,Fri Nov 22 2019 10:55:22 GMT-0800 (Pacific Standard Time),ref-utility/goldfish-5-6.png,24,NA,NA,NA,No,2,fish,elizabeth,NA,1,yes,"Your friend runs far ahead of you, and you see him in the distance:",prenominal,warmup/goldfish.png,29,fish,Good,1,NA,NA,graduated_college,small,English,male,NA,NA,You and your friend see the following:,1,1574448922497,NA,NA,1,NA,NA,congr,custom_main_text1,Your friend says: <br/><b>That's a small goldfish.</b>
848,What do you think your friend meant?,NA,It is big  relative to other,Fri Nov 22 2019 10:55:22 GMT-0800 (Pacific Standard Time),ref-utility/eagles-5-6.png,24,NA,NA,NA,No,2,birds,elizabeth,NA,1,yes,"Your friend runs far ahead of you, and you see him in the distance:",prenominal,warmup/eagle.png,29,eagles,Good,1,NA,NA,graduated_college,big,English,male,NA,NA,You and your friend see the following:,2,1574448922497,NA,NA,1,NA,NA,congr,custom_main_text1,Your friend says: <br/><b>That's a big eagle.</b>
848,What do you think your friend meant?,NA,It is small  relative to other,Fri Nov 22 2019 10:55:22 GMT-0800 (Pacific Standard Time),ref-utility/pugs-5-6.png,24,NA,NA,NA,No,2,dogs2,elizabeth,NA,1,yes,"Your friend runs far ahead of you, and you see him in the distance:",prenominal,warmup/pug.png,29,dogs,Good,1,NA,NA,graduated_college,small,English,male,NA,NA,You and your friend see the following:,3,1574448922497,NA,NA,1,NA,NA,congr,custom_main_text1,Your friend says: <br/><b>That's a small pug.</b>
848,NA,puppy,NA,Fri Nov 22 2019 10:55:22 GMT-0800 (Pacific Standard Time),NA,24,warmup/doberman_warmup.png,chihuahua,This is a,No,2,dogs,elizabeth,doberman,NA,yes,Please label the pictures below.,NA,NA,29,NA,Good,NA,warmup/chihuahua.jpg,dogs,graduated_college,NA,English,male,NA,dogs,NA,1,1574448922497,1,This is a,1,These are both,dobermann,NA,warmup2,NA
848,NA,chihuahua,NA,Fri Nov 22 2019 10:55:22 GMT-0800 (Pacific Standard Time),NA,24,warmup/doberman_warmup.png,chihuahua,This is a,No,2,dogs,elizabeth,doberman,NA,yes,Please label the pictures below.,NA,NA,29,NA,Good,NA,warmup/chihuahua.jpg,dogs,graduated_college,NA,English,male,NA,dogs,NA,1,1574448922497,2,This is a,1,These are both,doberman,NA,warmup2,NA
848,NA,Tulip,NA,Fri Nov 22 2019 10:55:22 GMT-0800 (Pacific Standard Time),NA,24,warmup/sunflower_warmup.png,dandelion,This is a,No,2,flowers,elizabeth,sunflower,NA,yes,Please label the pictures below.,NA,NA,29,NA,Good,NA,warmup/dandelion.jpg,flowers,graduated_college,NA,English,male,NA,flowers,NA,2,1574448922497,1,This is a,1,These are both,Sunflower,NA,warmup2,NA
848,NA,dandelion,NA,Fri Nov 22 2019 10:55:22 GMT-0800 (Pacific Standard Time),NA,24,warmup/sunflower_warmup.png,dandelion,This is a,No,2,flowers,elizabeth,sunflower,NA,yes,Please label the pictures below.,NA,NA,29,NA,Good,NA,warmup/dandelion.jpg,flowers,graduated_college,NA,English,male,NA,flowers,NA,2,1574448922497,2,This is a,1,These are both,Sunflower,NA,warmup2,NA
848,NA,hut,NA,Fri Nov 22 2019 10:55:22 GMT-0800 (Pacific Standard Time),NA,24,warmup/bonsai.jpg,redwood or sequoia (choose one),This is a,No,2,trees,elizabeth,bonsai,NA,yes,Please label the pictures below.,NA,NA,29,NA,Good,NA,warmup/sequoia.png,Trees,graduated_college,NA,English,male,NA,trees,NA,3,1574448922497,1,This is a,1,These are both,tulip,NA,warmup2,NA
848,NA,redwood,NA,Fri Nov 22 2019 10:55:22 GMT-0800 (Pacific Standard Time),NA,24,warmup/bonsai.jpg,redwood or sequoia (choose one),This is a,No,2,trees,elizabeth,bonsai,NA,yes,Please label the pictures below.,NA,NA,29,NA,Good,NA,warmup/sequoia.png,Trees,graduated_college,NA,English,male,NA,trees,NA,3,1574448922497,2,This is a,1,These are both,bonsai,NA,warmup2,NA
848,What do you think your friend meant?,NA,It is small  relative to other,Fri Nov 22 2019 10:55:22 GMT-0800 (Pacific Standard Time),ref-utility/chihuahuas-5-6.png,24,NA,NA,NA,No,2,dogs1,elizabeth,NA,1,yes,"Your friend runs far ahead of you, and you see him in the distance:",prenominal,warmup/chihuahua.png,29,dogs,Good,1,NA,NA,graduated_college,small,English,male,NA,NA,You and your friend see the following:,1,1574448922497,NA,NA,1,NA,NA,congr,custom_main_text2,Your friend says: <br/><b>That's a small chihuahua.</b>
848,What do you think your friend meant?,NA,It is big  relative to other,Fri Nov 22 2019 10:55:22 GMT-0800 (Pacific Standard Time),ref-utility/redwoods-5-6.png,24,NA,NA,NA,No,2,trees,elizabeth,NA,1,yes,"Your friend runs far ahead of you, and you see him in the distance:",prenominal,warmup/redwood.png,29,trees,Good,1,NA,NA,graduated_college,big,English,male,NA,NA,You and your friend see the following:,2,1574448922497,NA,NA,1,NA,NA,congr,custom_main_text2,Your friend says: <br/><b>That's a big redwood.</b>
848,What do you think your friend meant?,NA,It is big  relative to other,Fri Nov 22 2019 10:55:22 GMT-0800 (Pacific Standard Time),ref-utility/sunflowers-5-6.png,24,NA,NA,NA,No,2,flowers,elizabeth,NA,1,yes,"Your friend runs far ahead of you, and you see him in the distance:",prenominal,warmup/sunflower.png,29,flowers,Good,1,NA,NA,graduated_college,big,English,male,NA,NA,You and your friend see the following:,3,1574448922497,NA,NA,1,NA,NA,congr,custom_main_text2,Your friend says: <br/><b>That's a big sunflower.</b>
847,NA,chihuawah,NA,Fri Nov 22 2019 13:01:15 GMT-0600 (Central Standard Time),NA,24,warmup/doberman_warmup.png,chihuahua,This is a,none that i saw,2,dogs,mary,doberman,NA,yes,Please label the pictures below.,NA,NA,30,NA,NA,NA,warmup/chihuahua.jpg,dogs,graduated_college,NA,english,male,NA,dogs,NA,1,1574449275003,1,This is a,1,These are both,doberman,NA,warmup1,NA
847,NA,chihuahua,NA,Fri Nov 22 2019 13:01:15 GMT-0600 (Central Standard Time),NA,24,warmup/doberman_warmup.png,chihuahua,This is a,none that i saw,2,dogs,mary,doberman,NA,yes,Please label the pictures below.,NA,NA,30,NA,NA,NA,warmup/chihuahua.jpg,dogs,graduated_college,NA,english,male,NA,dogs,NA,1,1574449275003,2,This is a,1,These are both,doberman,NA,warmup1,NA
847,NA,hummingbird,NA,Fri Nov 22 2019 13:01:15 GMT-0600 (Central Standard Time),NA,24,warmup/eagle.jpg,hummingbird,This is a,none that i saw,2,birds,mary,eagle,NA,yes,Please label the pictures below.,NA,NA,30,NA,NA,NA,warmup/colibri.jpg,birds,graduated_college,NA,english,male,NA,birds,NA,2,1574449275003,1,This is an,1,These are both,eagle,NA,warmup1,NA
